0.838677	4008	0	0	0	0
0.838677	11769	0	0	1	0
0.840077	23300	0	0	2	0
0.843035	42497	0	0	3	0
0.870375	3990	0	0	0	1
0.872160	11689	0	0	1	1
0.873462	23217	0	0	2	1
0.875888	43273	0	0	3	1
0.898830	3982	0	0	0	2
0.898830	11680	0	0	1	2
0.901958	22964	0	0	2	2
0.912151	42994	0	0	3	2
0.942378	3981	0	0	0	3
0.943873	11577	0	0	1	3
0.945249	22916	0	0	2	3
0.947573	42912	0	0	3	3
0.983677	3486	0	0	0	4
0.983677	10114	0	0	1	4
0.984724	20693	0	0	2	4
0.987456	39327	0	0	3	4
1.007663	3939	0	0	0	5
1.007663	11727	0	0	1	5
1.010667	22864	0	0	2	5
1.014701	42861	0	0	3	5
1.037704	3893	0	0	0	6
1.039252	11569	0	0	1	6
1.040774	23085	0	0	2	6
1.043378	43079	0	0	3	6
1.076869	3829	0	0	0	7
1.078440	11068	0	0	1	7
1.079863	22325	0	0	2	7
1.081985	41918	0	0	3	7
1.112533	3991	0	0	0	8
1.112533	11691	0	0	1	8
1.114704	23048	0	0	2	8
1.117055	43214	0	0	3	8
1.137316	3992	0	0	0	9
1.137316	11684	0	0	1	9
1.141940	23536	0	0	2	9
1.145315	43432	0	0	3	9
1.169796	3890	0	0	0	10
1.169796	11245	0	0	1	10
1.173149	22585	0	0	2	10
1.175169	42216	0	0	3	10
1.209701	3949	0	0	0	11
1.211258	11667	0	0	1	11
1.212638	22977	0	0	2	11
1.214905	43183	0	0	3	11
1.245733	3863	0	0	0	12
1.245733	11270	0	0	1	12
1.247490	22644	0	0	2	12
1.250220	42455	0	0	3	12
1.277836	3783	0	0	0	13
1.277836	11059	0	0	1	13
1.279188	22240	0	0	2	13
1.281874	41751	0	0	3	13
1.306618	4093	0	0	0	14
1.306618	11657	0	0	1	14
1.308232	23148	0	0	2	14
1.311226	43187	0	0	3	14
1.338904	3689	0	0	0	15
1.340472	10896	0	0	1	15
1.342021	22045	0	0	2	15
1.344138	41355	0	0	3	15
1.376587	4004	0	0	0	16
1.378163	11656	0	0	1	16
1.379579	23226	0	0	2	16
1.381861	43206	0	0	3	16
1.412094	3902	0	0	0	17
1.412094	11517	0	0	1	17
1.414168	22683	0	0	2	17
1.416580	42583	0	0	3	17
1.442818	3781	0	0	0	18
1.442818	10856	0	0	1	18
1.444578	21809	0	0	2	18
1.447086	41429	0	0	3	18
1.472521	3908	0	0	0	19
1.472521	11514	0	0	1	19
1.475000	22940	0	0	2	19
1.477283	42646	0	0	3	19
1.509541	3939	0	0	0	20
1.511075	11743	0	0	1	20
1.512456	22984	0	0	2	20
1.514516	42912	0	0	3	20
1.545769	3983	0	0	0	21
1.545769	11563	0	0	1	21
1.547738	22964	0	0	2	21
1.550234	43094	0	0	3	21
1.578608	3586	0	0	0	22
1.578608	10288	0	0	1	22
1.579751	20979	0	0	2	22
1.582534	39624	0	0	3	22
1.606056	4152	0	0	0	23
1.606056	11580	0	0	1	23
1.609182	23211	0	0	2	23
1.612260	43249	0	0	3	23
1.632720	3917	0	0	0	24
1.632720	11370	0	0	1	24
1.635879	22913	0	0	2	24
1.644072	42698	0	0	3	24
1.676361	4042	0	0	0	25
1.677787	11594	0	0	1	25
1.679170	23019	0	0	2	25
1.681606	42843	0	0	3	25
1.712210	3819	0	0	0	26
1.712210	11152	0	0	1	26
1.714251	22232	0	0	2	26
1.716578	41670	0	0	3	26
1.742769	3932	0	0	0	27
1.742769	11196	0	0	1	27
1.744463	22357	0	0	2	27
1.747128	42155	0	0	3	27
1.775818	3975	0	0	0	28
1.776630	11312	0	0	1	28
1.778195	22217	0	0	2	28
1.781218	41828	0	0	3	28
1.806363	3984	0	0	0	29
1.808154	11558	0	0	1	29
1.811417	22835	0	0	2	29
1.814364	42672	0	0	3	29
1.844924	4005	0	0	0	30
1.844924	11575	0	0	1	30
1.847260	22936	0	0	2	30
1.849448	42914	0	0	3	30
1.879423	3992	0	0	0	31
1.879423	11400	0	0	1	31
1.882334	22824	0	0	2	31
1.884252	42463	0	0	3	31
1.905404	4036	0	0	0	32
1.905404	11593	0	0	1	32
1.908512	23169	0	0	2	32
1.911651	43204	0	0	3	32
1.933072	3916	0	0	0	33
1.934700	11354	0	0	1	33
1.937834	22507	0	0	2	33
1.942420	42482	0	0	3	33
1.976576	3909	0	0	0	34
1.978037	11318	0	0	1	34
1.979460	22841	0	0	2	34
1.981741	42471	0	0	3	34
2.013106	3881	0	0	0	35
2.013106	11465	0	0	1	35
2.014610	22754	0	0	2	35
2.017490	42773	0	0	3	35
2.036934	3741	0	0	0	36
2.036934	11176	0	0	1	36
2.044773	22301	0	0	2	36
2.046493	42261	0	0	3	36
2.068483	3985	0	0	0	37
2.069911	11427	0	0	1	37
2.072822	23141	0	0	2	37
2.077788	43076	0	0	3	37
2.109689	3996	0	0	0	38
2.111202	11393	0	0	1	38
2.112582	22977	0	0	2	38
2.114929	42974	0	0	3	38
2.146303	3941	0	0	0	39
2.146303	11363	0	0	1	39
2.149116	22842	0	0	2	39
2.151098	42849	0	0	3	39
2.176420	3850	0	0	0	40
2.177885	11154	0	0	1	40
2.179309	22355	0	0	2	40
2.181572	42323	0	0	3	40
2.206738	3900	0	0	0	41
2.206738	11492	0	0	1	41
2.208410	22913	0	0	2	41
2.212063	42704	0	0	3	41
2.236513	3899	0	0	0	42
2.238230	11556	0	0	1	42
2.239681	23353	0	0	2	42
2.243274	43316	0	0	3	42
2.276119	3940	0	0	0	43
2.277660	11509	0	0	1	43
2.279072	22934	0	0	2	43
2.281661	43437	0	0	3	43
2.312273	4013	0	0	0	44
2.313751	11642	0	0	1	44
2.315151	23075	0	0	2	44
2.317117	43112	0	0	3	44
2.337876	4015	0	0	0	45
2.337876	11795	0	0	1	45
2.343843	23221	0	0	2	45
2.347057	43538	0	0	3	45
2.371954	3911	0	0	0	46
2.373838	11566	0	0	1	46
2.375211	22859	0	0	2	46
2.378208	43178	0	0	3	46
2.409561	3924	0	0	0	47
2.411047	11662	0	0	1	47
2.412446	22988	0	0	2	47
2.414758	43164	0	0	3	47
2.445903	3942	0	0	0	48
2.445903	11562	0	0	1	48
2.448872	23183	0	0	2	48
2.450614	43358	0	0	3	48
2.476040	3948	0	0	0	49
2.477607	11592	0	0	1	49
2.479022	23183	0	0	2	49
2.481398	43241	0	0	3	49
2.506516	3891	0	0	0	50
2.508135	11490	0	0	1	50
2.509044	23186	0	0	2	50
2.512151	43248	0	0	3	50
2.536150	3891	0	0	0	51
2.537830	11460	0	0	1	51
2.539290	23044	0	0	2	51
2.542326	43143	0	0	3	51
2.577247	3932	0	0	0	52
2.577247	11548	0	0	1	52
2.578648	23314	0	0	2	52
2.581448	43669	0	0	3	52
2.612573	3895	0	0	0	53
2.612573	11353	0	0	1	53
2.615518	22783	0	0	2	53
2.617455	43015	0	0	3	53
2.638402	3876	0	0	0	54
2.638402	11268	0	0	1	54
2.644151	22988	0	0	2	54
2.647292	43048	0	0	3	54
2.672263	3897	0	0	0	55
2.673862	11530	0	0	1	55
2.675247	23055	0	0	2	55
2.677407	43226	0	0	3	55
2.709550	3878	0	0	0	56
2.711066	11576	0	0	1	56
2.712448	23014	0	0	2	56
2.714778	43194	0	0	3	56
2.746030	3895	0	0	0	57
2.746030	11338	0	0	1	57
2.747471	23063	0	0	2	57
2.750377	43143	0	0	3	57
2.771182	3883	0	0	0	58
2.771182	11350	0	0	1	58
2.776923	22979	0	0	2	58
2.779638	43261	0	0	3	58
2.798888	3887	0	0	0	59
2.798888	11318	0	0	1	59
2.802896	23048	0	0	2	59
2.807875	43084	0	0	3	59
2.842635	3894	0	0	0	60
2.844166	11285	0	0	1	60
2.845590	22572	0	0	2	60
2.847633	42813	0	0	3	60
2.878170	3888	0	0	0	61
2.878170	11699	0	0	1	61
2.880275	23206	0	0	2	61
2.882596	43543	0	0	3	61
2.912462	3870	0	0	0	62
2.912462	11471	0	0	1	62
2.913921	22793	0	0	2	62
2.917032	42878	0	0	3	62
2.938301	3920	0	0	0	63
2.938301	11539	0	0	1	63
2.944315	23055	0	0	2	63
2.947359	43390	0	0	3	63
2.973027	3959	0	0	0	64
2.973027	11375	0	0	1	64
2.976043	22882	0	0	2	64
2.978315	43201	0	0	3	64
3.009189	3854	0	0	0	65
3.010644	11354	0	0	1	65
3.012068	22731	0	0	2	65
3.014312	42809	0	0	3	65
3.045549	3835	0	0	0	66
3.045549	11402	0	0	1	66
3.047384	22939	0	0	2	66
3.049956	43125	0	0	3	66
3.076215	3824	0	0	0	67
3.076215	11506	0	0	1	67
3.079188	23081	0	0	2	67
3.081020	43133	0	0	3	67
3.107517	3979	0	0	0	68
3.109090	11382	0	0	1	68
3.110558	23086	0	0	2	68
3.113078	43487	0	0	3	68
3.137450	3898	0	0	0	69
3.139060	11331	0	0	1	69
3.140530	22754	0	0	2	69
3.143520	42926	0	0	3	69
3.176348	3645	0	0	0	70
3.177827	10772	0	0	1	70
3.179251	21920	0	0	2	70
3.181485	41392	0	0	3	70
3.209085	3751	0	0	0	71
3.209085	10977	0	0	1	71
3.211187	22261	0	0	2	71
3.213321	42086	0	0	3	71
3.240337	3838	0	0	0	72
3.242054	11526	0	0	1	72
3.243431	22951	0	0	2	72
3.246130	43154	0	0	3	72
3.270313	3864	0	0	0	73
3.272014	11344	0	0	1	73
3.273391	22906	0	0	2	73
3.276521	42939	0	0	3	73
3.309656	3799	0	0	0	74
3.311155	11329	0	0	1	74
3.312579	22733	0	0	2	74
3.314765	43142	0	0	3	74
3.346072	3868	0	0	0	75
3.346072	11370	0	0	1	75
3.348959	23020	0	0	2	75
3.350878	43240	0	0	3	75
3.372096	3697	0	0	0	76
3.372096	11236	0	0	1	76
3.377398	22585	0	0	2	76
3.380238	42801	0	0	3	76
3.405749	3825	0	0	0	77
3.405749	11440	0	0	1	77
3.408601	22932	0	0	2	77
