0.000000	4008	0	0	0	0
0.000000	11769	0	0	1	0
0.000000	23300	0	0	2	0
0.000000	42497	0	0	3	0
0.033000	3990	0	0	0	1
0.033000	11689	0	0	1	1
0.033000	23217	0	0	2	1
0.033000	43273	0	0	3	1
0.066000	3982	0	0	0	2
0.066000	11680	0	0	1	2
0.066000	22964	0	0	2	2
0.066000	42994	0	0	3	2
0.100000	3981	0	0	0	3
0.100000	11577	0	0	1	3
0.100000	22916	0	0	2	3
0.100000	42912	0	0	3	3
0.133000	3486	0	0	0	4
0.133000	10114	0	0	1	4
0.133000	20693	0	0	2	4
0.133000	39327	0	0	3	4
0.166000	3939	0	0	0	5
0.166000	11727	0	0	1	5
0.166000	22864	0	0	2	5
0.166000	42861	0	0	3	5
0.200000	3893	0	0	0	6
0.200000	11569	0	0	1	6
0.200000	23085	0	0	2	6
0.200000	43079	0	0	3	6
0.233000	3829	0	0	0	7
0.233000	11068	0	0	1	7
0.233000	22325	0	0	2	7
0.233000	41918	0	0	3	7
0.266000	3991	0	0	0	8
0.266000	11691	0	0	1	8
0.266000	23048	0	0	2	8
0.266000	43214	0	0	3	8
0.300000	3992	0	0	0	9
0.300000	11684	0	0	1	9
0.300000	23536	0	0	2	9
0.300000	43432	0	0	3	9
0.333000	3890	0	0	0	10
0.333000	11245	0	0	1	10
0.333000	22585	0	0	2	10
0.333000	42216	0	0	3	10
0.366000	3949	0	0	0	11
0.366000	11667	0	0	1	11
0.366000	22977	0	0	2	11
0.366000	43183	0	0	3	11
0.399000	3863	0	0	0	12
0.399000	11270	0	0	1	12
0.399000	22644	0	0	2	12
0.399000	42455	0	0	3	12
0.433000	3783	0	0	0	13
0.433000	11059	0	0	1	13
0.433000	22240	0	0	2	13
0.433000	41751	0	0	3	13
0.466000	4093	0	0	0	14
0.466000	11657	0	0	1	14
0.466000	23148	0	0	2	14
0.466000	43187	0	0	3	14
0.499000	3689	0	0	0	15
0.499000	10896	0	0	1	15
0.499000	22045	0	0	2	15
0.499000	41355	0	0	3	15
0.533000	4004	0	0	0	16
0.533000	11656	0	0	1	16
0.533000	23226	0	0	2	16
0.533000	43206	0	0	3	16
0.566000	3902	0	0	0	17
0.566000	11517	0	0	1	17
0.566000	22683	0	0	2	17
0.566000	42583	0	0	3	17
0.600000	3781	0	0	0	18
0.600000	10856	0	0	1	18
0.600000	21809	0	0	2	18
0.600000	41429	0	0	3	18
0.633000	3908	0	0	0	19
0.633000	11514	0	0	1	19
0.633000	22940	0	0	2	19
0.633000	42646	0	0	3	19
0.666000	3939	0	0	0	20
0.666000	11743	0	0	1	20
0.666000	22984	0	0	2	20
0.666000	42912	0	0	3	20
0.700000	3983	0	0	0	21
0.700000	11563	0	0	1	21
0.700000	22964	0	0	2	21
0.700000	43094	0	0	3	21
0.733000	3586	0	0	0	22
0.733000	10288	0	0	1	22
0.733000	20979	0	0	2	22
0.733000	39624	0	0	3	22
0.766000	4152	0	0	0	23
0.766000	11580	0	0	1	23
0.766000	23211	0	0	2	23
0.766000	43249	0	0	3	23
0.800000	3917	0	0	0	24
0.800000	11370	0	0	1	24
0.800000	22913	0	0	2	24
0.800000	42698	0	0	3	24
0.833000	4042	0	0	0	25
0.833000	11594	0	0	1	25
0.833000	23019	0	0	2	25
0.833000	42843	0	0	3	25
0.866000	3819	0	0	0	26
0.866000	11152	0	0	1	26
0.866000	22232	0	0	2	26
0.866000	41670	0	0	3	26
0.900000	3932	0	0	0	27
0.900000	11196	0	0	1	27
0.900000	22357	0	0	2	27
0.900000	42155	0	0	3	27
0.933000	3975	0	0	0	28
0.933000	11312	0	0	1	28
0.933000	22217	0	0	2	28
0.933000	41828	0	0	3	28
0.966000	3984	0	0	0	29
0.966000	11558	0	0	1	29
0.966000	22835	0	0	2	29
0.966000	42672	0	0	3	29
1.000000	4005	0	0	0	30
1.000000	11575	0	0	1	30
1.000000	22936	0	0	2	30
1.000000	42914	0	0	3	30
1.033000	3992	0	0	0	31
1.033000	11400	0	0	1	31
1.033000	22824	0	0	2	31
1.033000	42463	0	0	3	31
1.066000	4036	0	0	0	32
1.066000	11593	0	0	1	32
1.066000	23169	0	0	2	32
1.066000	43204	0	0	3	32
1.100000	3916	0	0	0	33
1.100000	11354	0	0	1	33
1.100000	22507	0	0	2	33
1.100000	42482	0	0	3	33
1.133000	3909	0	0	0	34
1.133000	11318	0	0	1	34
1.133000	22841	0	0	2	34
1.133000	42471	0	0	3	34
1.166000	3881	0	0	0	35
1.166000	11465	0	0	1	35
1.166000	22754	0	0	2	35
1.166000	42773	0	0	3	35
1.200000	3741	0	0	0	36
1.200000	11176	0	0	1	36
1.200000	22301	0	0	2	36
1.200000	42261	0	0	3	36
1.233000	3985	0	0	0	37
1.233000	11427	0	0	1	37
